id,age,marital,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,job,education
21619,42,divorced,no,248,no,no,cellular,19,aug,163,4,-1,0,unknown,no,technician,secondary
21623,36,married,no,0,no,no,cellular,19,aug,120,6,-1,0,unknown,no,technician,secondary
21625,56,married,no,64,no,no,cellular,19,aug,35,4,-1,0,unknown,no,technician,secondary
21627,34,divorced,no,66,no,yes,cellular,19,aug,74,2,-1,0,unknown,no,technician,tertiary
21632,30,married,no,27,yes,no,cellular,19,aug,163,2,-1,0,unknown,no,technician,secondary
21634,34,married,no,5547,yes,no,cellular,19,aug,73,6,-1,0,unknown,no,technician,tertiary
21636,35,married,no,141,yes,no,cellular,19,aug,299,2,-1,0,unknown,no,technician,secondary
21637,36,married,no,60,no,no,cellular,19,aug,209,2,-1,0,unknown,no,technician,tertiary
21639,36,married,no,71,no,no,cellular,19,aug,587,2,-1,0,unknown,no,technician,tertiary
21646,32,married,no,266,yes,no,cellular,19,aug,168,2,-1,0,unknown,no,technician,secondary
21647,33,divorced,no,295,no,no,cellular,19,aug,360,2,-1,0,unknown,no,technician,secondary
21650,37,single,no,971,no,no,cellular,19,aug,120,6,-1,0,unknown,no,technician,tertiary
21651,46,single,no,401,no,no,cellular,19,aug,69,2,-1,0,unknown,no,technician,secondary
21652,44,married,no,1127,yes,no,cellular,19,aug,82,8,-1,0,unknown,no,technician,secondary
21653,52,divorced,no,0,no,no,cellular,19,aug,119,2,-1,0,unknown,no,technician,tertiary
21657,30,married,no,-189,no,no,cellular,19,aug,105,2,-1,0,unknown,no,technician,secondary
21659,48,divorced,no,83,no,yes,cellular,19,aug,243,6,-1,0,unknown,no,technician,tertiary
21661,40,divorced,no,0,no,no,cellular,19,aug,60,2,-1,0,unknown,no,technician,secondary
21662,34,married,no,56,no,no,cellular,19,aug,91,2,-1,0,unknown,no,technician,secondary
21663,43,married,no,0,no,no,cellular,19,aug,103,2,-1,0,unknown,no,technician,secondary
21664,57,divorced,no,114,no,no,cellular,19,aug,281,2,-1,0,unknown,no,technician,tertiary
21669,31,married,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,no,technician,secondary
21670,34,single,no,82,no,no,cellular,19,aug,292,4,-1,0,unknown,no,technician,tertiary
21671,30,single,no,5,no,no,cellular,19,aug,120,6,-1,0,unknown,no,technician,secondary
21674,43,married,no,227,yes,yes,cellular,19,aug,124,2,-1,0,unknown,no,technician,secondary
21679,31,married,no,297,no,no,cellular,19,aug,551,4,-1,0,unknown,no,technician,secondary
21685,42,divorced,no,58,no,no,cellular,19,aug,153,2,-1,0,unknown,no,technician,secondary
21689,39,single,no,1,no,no,cellular,19,aug,111,2,-1,0,unknown,no,technician,secondary
21691,30,single,no,8,no,no,cellular,19,aug,28,17,-1,0,unknown,no,technician,secondary
21692,53,married,no,3429,no,no,cellular,19,aug,280,4,-1,0,unknown,no,technician,secondary
21696,54,divorced,no,-291,no,no,cellular,19,aug,99,2,-1,0,unknown,no,technician,secondary
21698,32,single,no,29,no,no,cellular,19,aug,156,2,-1,0,unknown,no,technician,secondary
21700,46,married,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no,technician,secondary
21702,33,married,yes,18,no,yes,cellular,19,aug,19,18,-1,0,unknown,no,technician,secondary
21704,46,single,no,0,no,no,cellular,19,aug,42,1,-1,0,unknown,no,technician,secondary
21706,33,married,no,2666,no,no,cellular,19,aug,117,3,-1,0,unknown,no,technician,secondary
21708,31,married,no,1072,no,no,cellular,19,aug,141,3,-1,0,unknown,no,technician,secondary
21709,32,married,no,60,no,no,cellular,19,aug,153,7,-1,0,unknown,no,technician,tertiary
21710,56,divorced,no,5,no,no,cellular,19,aug,98,1,-1,0,unknown,no,technician,secondary
21712,34,single,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown,no,technician,secondary
21715,33,single,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no,technician,tertiary
21718,42,single,no,3,no,no,cellular,19,aug,367,1,-1,0,unknown,no,technician,secondary
21720,32,married,no,0,no,no,cellular,19,aug,87,1,-1,0,unknown,no,technician,secondary
21722,33,single,no,268,no,no,cellular,19,aug,255,1,-1,0,unknown,no,technician,secondary
21723,46,married,no,167,no,no,cellular,19,aug,155,3,-1,0,unknown,no,technician,secondary
21724,47,divorced,no,266,no,no,cellular,19,aug,88,1,-1,0,unknown,no,technician,secondary
21725,39,single,no,-225,no,no,cellular,19,aug,220,1,-1,0,unknown,no,technician,secondary
21732,40,married,no,0,no,no,cellular,19,aug,44,1,-1,0,unknown,no,technician,tertiary
21738,36,married,no,1840,no,no,cellular,19,aug,61,6,-1,0,unknown,no,technician,secondary
21741,52,married,no,-240,no,no,cellular,19,aug,392,3,-1,0,unknown,no,technician,secondary
21742,43,married,no,0,no,no,cellular,19,aug,313,3,-1,0,unknown,no,technician,secondary
21745,33,married,no,0,no,no,cellular,19,aug,78,3,-1,0,unknown,no,technician,secondary
21747,41,single,no,15302,no,no,cellular,19,aug,121,4,-1,0,unknown,no,technician,tertiary
21750,50,married,no,329,no,no,cellular,19,aug,329,4,-1,0,unknown,no,technician,tertiary
21755,43,divorced,no,0,no,no,cellular,19,aug,332,3,-1,0,unknown,no,technician,secondary
21760,56,married,no,1750,no,no,cellular,19,aug,629,7,-1,0,unknown,no,technician,secondary
21761,51,married,no,260,no,no,cellular,19,aug,137,2,-1,0,unknown,no,technician,primary
21762,48,married,no,606,yes,no,cellular,19,aug,231,4,-1,0,unknown,no,technician,secondary
21763,34,single,no,2671,no,no,cellular,19,aug,119,9,-1,0,unknown,no,technician,tertiary
21765,53,married,no,428,no,no,cellular,19,aug,609,4,-1,0,unknown,no,technician,secondary
21767,33,divorced,no,39,no,no,cellular,19,aug,123,5,-1,0,unknown,no,technician,tertiary
21768,37,single,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,no,technician,tertiary
21773,47,divorced,no,191,no,no,cellular,19,aug,228,5,-1,0,unknown,no,technician,secondary
21777,53,married,no,1344,no,no,cellular,19,aug,85,6,-1,0,unknown,no,technician,secondary
21779,55,divorced,no,1402,no,no,cellular,19,aug,187,4,-1,0,unknown,no,technician,tertiary
21781,35,divorced,no,82,no,no,cellular,19,aug,152,3,-1,0,unknown,no,technician,secondary
21788,32,divorced,no,3345,yes,no,cellular,19,aug,1200,3,-1,0,unknown,no,technician,secondary
21789,43,divorced,no,101,no,no,cellular,19,aug,173,3,-1,0,unknown,no,technician,tertiary
21791,32,divorced,no,0,no,no,cellular,19,aug,103,4,-1,0,unknown,no,technician,secondary
21795,47,married,no,677,no,no,cellular,20,aug,131,8,-1,0,unknown,no,technician,secondary
21798,55,divorced,no,852,no,no,cellular,20,aug,83,6,-1,0,unknown,no,technician,secondary
21803,31,married,no,0,no,no,cellular,20,aug,117,4,-1,0,unknown,no,technician,secondary
21804,42,married,no,233,no,no,cellular,20,aug,143,4,-1,0,unknown,no,technician,secondary
21807,42,married,no,439,no,no,cellular,20,aug,143,2,-1,0,unknown,no,technician,secondary
21809,51,married,no,180,yes,no,cellular,20,aug,154,2,-1,0,unknown,no,technician,secondary
21810,41,divorced,no,52,no,no,cellular,20,aug,261,2,-1,0,unknown,no,technician,secondary
21813,47,married,no,11,no,no,cellular,20,aug,162,2,-1,0,unknown,no,technician,secondary
21816,46,married,no,591,no,no,cellular,20,aug,50,3,-1,0,unknown,no,technician,tertiary
21820,30,single,no,3048,no,yes,cellular,20,aug,223,2,-1,0,unknown,no,technician,secondary
21821,30,married,no,26,no,no,cellular,20,aug,55,2,-1,0,unknown,no,technician,secondary
21823,33,single,yes,-374,no,yes,cellular,20,aug,160,2,-1,0,unknown,no,technician,secondary
21824,33,married,no,956,yes,yes,cellular,20,aug,120,2,-1,0,unknown,no,technician,secondary
21826,44,married,no,331,yes,no,cellular,20,aug,256,4,-1,0,unknown,no,technician,secondary
21827,32,single,no,0,yes,no,cellular,20,aug,322,2,-1,0,unknown,no,technician,secondary
21828,44,single,no,0,no,no,cellular,20,aug,156,2,-1,0,unknown,no,technician,secondary
21831,47,divorced,no,689,no,no,cellular,20,aug,64,2,-1,0,unknown,no,technician,secondary
21834,48,divorced,no,375,no,no,cellular,20,aug,212,2,-1,0,unknown,no,technician,tertiary
21837,34,married,no,0,no,no,cellular,20,aug,129,2,-1,0,unknown,no,technician,tertiary
21838,40,married,no,2228,yes,no,cellular,20,aug,150,2,-1,0,unknown,no,technician,secondary
21839,52,married,no,-33,no,no,cellular,20,aug,257,2,-1,0,unknown,no,technician,secondary
21845,31,married,no,310,yes,no,cellular,20,aug,228,2,-1,0,unknown,no,technician,secondary
21846,38,single,no,367,no,no,cellular,20,aug,128,2,-1,0,unknown,no,technician,secondary
21848,30,single,no,1,no,no,cellular,20,aug,88,2,-1,0,unknown,no,technician,tertiary
21851,32,married,no,2802,no,no,cellular,20,aug,157,2,-1,0,unknown,no,technician,secondary
21854,34,single,no,0,no,no,cellular,20,aug,113,2,-1,0,unknown,no,technician,secondary
21857,38,single,no,260,no,no,cellular,20,aug,53,2,-1,0,unknown,no,technician,secondary
21863,38,single,no,0,no,no,cellular,20,aug,124,4,-1,0,unknown,no,technician,secondary
21865,40,single,no,47,no,no,cellular,20,aug,110,4,-1,0,unknown,no,technician,tertiary
21867,52,divorced,no,511,no,yes,cellular,20,aug,98,4,-1,0,unknown,no,technician,secondary
21868,37,divorced,no,23,no,no,cellular,20,aug,289,2,-1,0,unknown,no,technician,secondary
21869,31,married,no,141,no,no,cellular,20,aug,110,2,-1,0,unknown,no,technician,secondary
21871,53,married,no,1357,yes,no,cellular,20,aug,123,2,-1,0,unknown,no,technician,secondary
21872,34,married,no,2069,no,no,cellular,20,aug,328,2,-1,0,unknown,no,technician,tertiary
21874,41,divorced,no,75,no,no,cellular,20,aug,351,2,-1,0,unknown,no,technician,secondary
21881,38,married,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown,no,technician,secondary
21885,42,divorced,no,19,no,no,cellular,20,aug,875,4,-1,0,unknown,yes,technician,secondary
21888,38,married,no,79,yes,no,cellular,20,aug,209,2,-1,0,unknown,no,technician,secondary
21892,33,married,yes,56,no,no,cellular,20,aug,75,2,-1,0,unknown,no,technician,tertiary
21893,38,married,no,536,no,no,cellular,20,aug,360,4,-1,0,unknown,no,technician,tertiary
21894,34,married,no,1194,no,yes,cellular,20,aug,219,2,-1,0,unknown,no,technician,secondary
21896,33,married,no,0,no,no,cellular,20,aug,113,4,-1,0,unknown,no,technician,secondary
21897,34,married,no,100,no,no,cellular,20,aug,196,2,-1,0,unknown,no,technician,tertiary
21899,33,single,no,541,no,yes,cellular,20,aug,118,2,-1,0,unknown,no,technician,secondary
21906,34,single,no,112,no,no,cellular,20,aug,123,2,-1,0,unknown,no,technician,secondary
21907,50,married,no,-584,no,no,cellular,20,aug,75,2,-1,0,unknown,no,technician,secondary
21908,41,married,no,248,no,no,cellular,20,aug,156,2,-1,0,unknown,no,technician,secondary
21909,39,single,no,0,no,no,cellular,20,aug,332,4,-1,0,unknown,no,technician,secondary
21913,32,single,no,68,no,yes,cellular,20,aug,237,4,-1,0,unknown,no,technician,secondary
21915,32,single,no,-22,yes,no,cellular,20,aug,215,2,-1,0,unknown,no,technician,secondary
21916,37,married,no,-318,no,no,cellular,20,aug,25,20,-1,0,unknown,no,technician,secondary
21919,46,married,no,78,no,no,cellular,20,aug,172,2,-1,0,unknown,no,technician,secondary
21920,36,married,no,3,no,no,cellular,20,aug,100,4,-1,0,unknown,no,technician,secondary
21923,34,married,no,1553,no,no,cellular,20,aug,200,2,-1,0,unknown,no,technician,secondary
21928,32,married,no,20,no,no,cellular,20,aug,210,2,-1,0,unknown,no,technician,secondary
21933,41,married,no,-4,no,no,cellular,20,aug,171,6,-1,0,unknown,no,technician,secondary
21934,32,married,no,587,no,no,cellular,20,aug,212,4,-1,0,unknown,no,technician,tertiary
21935,32,single,no,0,no,no,cellular,20,aug,72,4,-1,0,unknown,no,technician,tertiary
21936,35,married,no,1144,no,no,cellular,20,aug,197,13,-1,0,unknown,no,technician,secondary
21938,32,married,no,687,no,no,cellular,20,aug,161,4,-1,0,unknown,no,technician,secondary
21942,51,married,no,337,yes,no,cellular,20,aug,687,4,-1,0,unknown,no,technician,secondary
21945,37,single,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no,technician,secondary
21946,49,married,no,51,no,no,cellular,20,aug,513,4,-1,0,unknown,no,technician,secondary
21947,41,single,no,143,no,no,cellular,20,aug,744,7,-1,0,unknown,no,technician,secondary
21950,51,married,no,-153,no,no,cellular,20,aug,62,4,-1,0,unknown,no,technician,secondary
21961,47,married,no,275,no,no,cellular,20,aug,447,4,-1,0,unknown,no,technician,secondary
21962,39,married,no,49,yes,no,cellular,20,aug,379,4,-1,0,unknown,no,technician,secondary
21963,36,single,no,1044,yes,no,cellular,20,aug,15,19,-1,0,unknown,no,technician,secondary
21966,39,divorced,no,507,no,no,cellular,20,aug,173,4,-1,0,unknown,no,technician,secondary
21967,35,married,no,179,no,yes,cellular,20,aug,82,2,-1,0,unknown,no,technician,secondary
21968,39,married,no,93,no,no,cellular,20,aug,162,2,-1,0,unknown,no,technician,tertiary
21970,44,married,no,7649,no,no,cellular,20,aug,188,6,-1,0,unknown,no,technician,secondary
21971,53,married,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown,yes,technician,tertiary
21975,31,married,no,0,no,no,cellular,20,aug,102,2,-1,0,unknown,no,technician,secondary
21978,32,single,no,116,yes,no,cellular,20,aug,718,2,-1,0,unknown,yes,technician,secondary
21980,40,single,no,2244,no,yes,cellular,20,aug,58,2,-1,0,unknown,no,technician,secondary
21987,35,single,no,0,no,no,cellular,20,aug,111,2,-1,0,unknown,no,technician,secondary
21988,36,married,no,0,no,no,cellular,20,aug,245,1,-1,0,unknown,no,technician,tertiary
21994,30,divorced,no,2403,no,no,cellular,20,aug,132,2,-1,0,unknown,no,technician,secondary
21996,39,married,no,0,no,no,cellular,20,aug,327,3,-1,0,unknown,no,technician,secondary
21997,33,single,no,163,yes,no,cellular,20,aug,627,2,-1,0,unknown,yes,technician,secondary
22001,36,married,no,196,yes,no,cellular,20,aug,687,2,-1,0,unknown,no,technician,secondary
22002,43,married,no,481,no,no,cellular,20,aug,196,2,-1,0,unknown,no,technician,secondary
22003,30,single,no,790,no,no,cellular,20,aug,696,3,-1,0,unknown,no,technician,secondary
22006,31,single,no,159,no,no,cellular,20,aug,129,1,-1,0,unknown,no,technician,secondary
22010,47,married,no,52,no,no,cellular,20,aug,881,4,-1,0,unknown,no,technician,secondary
22012,32,single,no,0,no,no,cellular,20,aug,92,4,-1,0,unknown,no,technician,secondary
22023,37,married,no,247,no,no,cellular,20,aug,625,6,-1,0,unknown,yes,technician,tertiary
22027,38,single,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no,technician,tertiary
22030,32,single,no,432,no,no,cellular,20,aug,559,3,-1,0,unknown,no,technician,secondary
22034,41,married,no,0,no,no,cellular,20,aug,113,3,-1,0,unknown,no,technician,secondary
22039,34,single,no,19,no,no,cellular,20,aug,345,3,-1,0,unknown,no,technician,tertiary
22040,43,divorced,no,1088,no,no,cellular,20,aug,341,3,-1,0,unknown,no,technician,tertiary
22041,31,married,no,79,yes,no,cellular,20,aug,78,12,-1,0,unknown,no,technician,tertiary
22045,33,divorced,no,558,yes,no,cellular,20,aug,109,3,-1,0,unknown,no,technician,secondary
22046,40,single,no,34,no,no,cellular,20,aug,66,3,-1,0,unknown,no,technician,secondary
22050,31,single,no,36,no,no,cellular,20,aug,99,3,-1,0,unknown,no,technician,secondary
22052,31,married,no,-305,no,yes,cellular,20,aug,83,3,-1,0,unknown,no,technician,secondary
22057,34,single,no,10890,no,no,cellular,20,aug,46,14,-1,0,unknown,no,technician,secondary
22059,55,divorced,no,35,yes,no,cellular,20,aug,126,4,-1,0,unknown,no,technician,secondary
22067,32,single,no,35,no,no,cellular,20,aug,96,8,-1,0,unknown,no,technician,tertiary
22068,40,married,yes,-432,yes,yes,cellular,20,aug,1464,3,-1,0,unknown,no,technician,secondary
22070,38,married,no,63,no,no,cellular,20,aug,320,4,-1,0,unknown,no,technician,secondary
22072,43,married,no,253,no,no,cellular,21,aug,111,5,-1,0,unknown,no,technician,secondary
22076,47,married,no,644,no,no,telephone,21,aug,169,13,-1,0,unknown,no,technician,secondary
22080,34,single,no,0,no,no,cellular,21,aug,163,2,-1,0,unknown,no,technician,secondary
22083,38,single,no,0,no,no,cellular,21,aug,66,2,-1,0,unknown,no,technician,secondary
22084,36,single,no,310,no,no,cellular,21,aug,115,2,-1,0,unknown,no,technician,secondary
22088,40,single,no,572,no,no,cellular,21,aug,971,2,-1,0,unknown,no,technician,secondary
22089,30,single,no,196,no,no,cellular,21,aug,210,2,-1,0,unknown,no,technician,tertiary
22091,38,married,no,13,no,no,cellular,21,aug,311,2,-1,0,unknown,no,technician,secondary
22093,42,married,no,5,no,no,cellular,21,aug,98,2,-1,0,unknown,no,technician,secondary
22095,33,single,no,213,no,no,cellular,21,aug,152,2,-1,0,unknown,no,technician,tertiary
22097,33,single,no,1805,no,no,cellular,21,aug,211,4,-1,0,unknown,no,technician,tertiary
22103,30,married,no,0,no,no,cellular,21,aug,351,6,-1,0,unknown,no,technician,tertiary
22105,31,single,yes,24,no,no,cellular,21,aug,246,2,-1,0,unknown,no,technician,tertiary
22106,45,married,no,0,no,no,cellular,21,aug,103,2,-1,0,unknown,no,technician,tertiary
22107,39,single,no,0,no,no,cellular,21,aug,121,2,-1,0,unknown,no,technician,tertiary
22108,41,divorced,no,988,no,no,cellular,21,aug,429,2,-1,0,unknown,no,technician,secondary
22114,43,married,no,1485,no,no,cellular,21,aug,180,2,-1,0,unknown,no,technician,tertiary
22117,34,single,no,666,no,no,cellular,21,aug,1503,2,-1,0,unknown,yes,technician,secondary
22119,33,single,no,422,no,no,cellular,21,aug,289,2,-1,0,unknown,no,technician,secondary
22120,35,single,no,147,no,no,cellular,21,aug,134,2,-1,0,unknown,no,technician,tertiary
22121,30,single,no,-123,no,yes,cellular,21,aug,120,2,-1,0,unknown,no,technician,secondary
22122,31,single,no,388,no,no,cellular,21,aug,115,2,-1,0,unknown,no,technician,secondary
22124,30,married,no,9,no,no,cellular,21,aug,129,2,-1,0,unknown,no,technician,secondary
22125,37,married,no,28,no,no,cellular,21,aug,101,2,-1,0,unknown,no,technician,secondary
22126,32,single,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no,technician,secondary
22127,38,married,no,1960,yes,no,cellular,21,aug,161,2,-1,0,unknown,no,technician,secondary
22128,56,married,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes,technician,tertiary
22136,36,married,no,1130,no,no,cellular,21,aug,223,8,-1,0,unknown,no,technician,secondary
22143,32,single,no,0,no,no,cellular,21,aug,119,2,-1,0,unknown,no,technician,tertiary
22144,31,single,no,-1,no,no,cellular,21,aug,117,4,-1,0,unknown,no,technician,tertiary
22146,44,divorced,no,65,no,no,cellular,21,aug,148,4,-1,0,unknown,no,technician,secondary
22147,39,married,no,22,no,no,cellular,21,aug,76,2,-1,0,unknown,no,technician,secondary
22148,55,married,no,11,no,no,cellular,21,aug,588,2,-1,0,unknown,no,technician,tertiary
22149,34,single,no,0,no,no,cellular,21,aug,121,2,-1,0,unknown,no,technician,tertiary
22151,57,divorced,no,96,no,no,cellular,21,aug,913,4,-1,0,unknown,yes,technician,tertiary
22153,35,married,no,249,no,no,cellular,21,aug,205,8,-1,0,unknown,no,technician,secondary
22154,53,married,no,144,no,no,cellular,21,aug,282,4,-1,0,unknown,no,technician,secondary
22155,42,single,no,0,no,no,cellular,21,aug,656,2,-1,0,unknown,no,technician,secondary
22156,33,married,no,15,no,no,cellular,21,aug,97,2,-1,0,unknown,no,technician,tertiary
22163,34,married,no,-255,yes,no,cellular,21,aug,179,2,-1,0,unknown,no,technician,secondary
22164,41,married,no,1032,yes,no,cellular,21,aug,64,2,-1,0,unknown,no,technician,secondary
22168,35,single,no,8,no,no,cellular,21,aug,169,2,-1,0,unknown,no,technician,tertiary
22171,30,single,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no,technician,tertiary
22173,40,married,no,1498,no,yes,cellular,21,aug,139,4,-1,0,unknown,no,technician,secondary
22175,57,single,no,104,no,no,cellular,21,aug,297,2,-1,0,unknown,no,technician,secondary
22176,33,divorced,no,9,no,no,cellular,21,aug,91,2,-1,0,unknown,no,technician,secondary
22177,57,married,no,121,no,no,cellular,21,aug,135,2,-1,0,unknown,no,technician,tertiary
22180,30,single,no,0,no,no,cellular,21,aug,166,4,-1,0,unknown,no,technician,secondary
22182,55,married,no,1354,no,no,cellular,21,aug,545,4,-1,0,unknown,no,technician,tertiary
22183,52,divorced,no,225,no,no,cellular,21,aug,58,2,-1,0,unknown,no,technician,secondary
22184,30,married,no,423,yes,no,cellular,21,aug,230,2,-1,0,unknown,no,technician,tertiary
22187,39,married,no,564,no,no,cellular,21,aug,86,4,-1,0,unknown,no,technician,secondary
22192,31,single,no,176,no,no,cellular,21,aug,241,4,-1,0,unknown,no,technician,tertiary
22197,31,single,no,506,no,no,cellular,21,aug,43,4,-1,0,unknown,no,technician,secondary
22199,34,married,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no,technician,tertiary
22202,31,single,no,26,no,no,cellular,21,aug,419,4,-1,0,unknown,no,technician,tertiary
22204,31,single,no,110,no,no,cellular,21,aug,238,4,-1,0,unknown,no,technician,tertiary
22205,48,divorced,no,0,no,no,cellular,21,aug,76,4,-1,0,unknown,no,technician,secondary
22207,31,married,no,28,no,no,cellular,21,aug,175,2,-1,0,unknown,no,technician,secondary
22208,43,married,no,226,no,no,cellular,21,aug,156,6,-1,0,unknown,no,technician,tertiary
22211,32,single,no,0,no,no,cellular,21,aug,660,2,-1,0,unknown,no,technician,tertiary
22214,40,married,no,278,no,no,cellular,21,aug,55,7,-1,0,unknown,no,technician,tertiary
22222,36,single,no,18,no,no,cellular,21,aug,67,2,-1,0,unknown,no,technician,secondary
22224,35,married,no,905,no,yes,cellular,21,aug,114,2,-1,0,unknown,no,technician,secondary
22226,31,single,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no,technician,tertiary
22230,30,single,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown,no,technician,tertiary
22239,34,single,no,202,yes,no,cellular,21,aug,114,2,-1,0,unknown,no,technician,secondary
22240,37,divorced,no,-18,no,no,cellular,21,aug,870,4,-1,0,unknown,no,technician,secondary
22244,33,single,no,8097,no,yes,cellular,21,aug,500,2,-1,0,unknown,no,technician,tertiary
22246,33,divorced,no,557,yes,no,cellular,21,aug,362,1,-1,0,unknown,no,technician,secondary
22254,53,single,no,1,no,no,cellular,21,aug,190,1,-1,0,unknown,no,technician,tertiary
22255,33,married,no,7621,no,no,cellular,21,aug,68,1,-1,0,unknown,no,technician,secondary
22257,42,single,no,25,yes,no,cellular,21,aug,148,1,-1,0,unknown,no,technician,secondary
22258,34,single,no,161,no,no,cellular,21,aug,406,1,-1,0,unknown,no,technician,secondary
22259,49,divorced,no,57,no,no,cellular,21,aug,396,3,-1,0,unknown,no,technician,secondary
22263,57,married,no,0,no,no,cellular,21,aug,242,5,-1,0,unknown,no,technician,tertiary
22266,33,single,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no,technician,tertiary
22267,33,divorced,no,0,no,no,cellular,21,aug,224,8,-1,0,unknown,no,technician,secondary
22269,35,married,no,84,yes,no,cellular,21,aug,415,3,-1,0,unknown,no,technician,secondary
22277,32,single,no,178,no,no,cellular,21,aug,159,3,-1,0,unknown,no,technician,tertiary
22284,47,married,no,11,no,no,cellular,21,aug,184,3,-1,0,unknown,no,technician,secondary
22285,31,single,no,4,no,no,cellular,21,aug,102,3,-1,0,unknown,no,technician,secondary
22287,32,married,no,0,no,no,cellular,21,aug,120,3,-1,0,unknown,no,technician,secondary
22290,34,married,no,22,no,no,cellular,21,aug,270,3,-1,0,unknown,no,technician,secondary
22293,40,married,no,318,no,no,cellular,21,aug,196,4,-1,0,unknown,no,technician,secondary
22295,36,single,no,0,no,no,cellular,21,aug,42,1,-1,0,unknown,no,technician,secondary
22296,30,single,no,69,no,no,cellular,21,aug,300,1,-1,0,unknown,no,technician,tertiary
22298,33,single,no,255,no,no,cellular,21,aug,247,3,-1,0,unknown,no,technician,tertiary
22301,30,single,no,13,no,no,cellular,21,aug,379,1,-1,0,unknown,no,technician,secondary
22305,31,single,no,50,no,no,cellular,21,aug,794,1,-1,0,unknown,no,technician,tertiary
22312,37,married,no,1580,no,no,cellular,22,aug,92,12,-1,0,unknown,no,technician,secondary
22314,33,divorced,yes,6,no,no,cellular,22,aug,239,2,-1,0,unknown,no,technician,secondary
22317,43,single,no,58,no,no,cellular,22,aug,97,2,-1,0,unknown,no,technician,tertiary
22318,38,married,no,664,no,no,cellular,22,aug,242,2,-1,0,unknown,no,technician,tertiary
22321,41,married,no,1344,no,no,cellular,22,aug,169,6,-1,0,unknown,no,technician,secondary
22326,31,married,no,22,no,no,cellular,22,aug,122,5,-1,0,unknown,no,technician,tertiary
22327,33,single,no,516,no,no,cellular,22,aug,76,7,-1,0,unknown,no,technician,tertiary
22329,34,married,no,260,yes,no,cellular,22,aug,142,2,-1,0,unknown,no,technician,secondary
22330,33,single,no,18,no,no,cellular,22,aug,93,2,-1,0,unknown,no,technician,secondary
22333,34,single,no,229,no,no,cellular,22,aug,154,2,-1,0,unknown,no,technician,secondary
22334,32,single,no,-420,no,no,cellular,22,aug,586,2,-1,0,unknown,no,technician,secondary
22335,31,divorced,no,0,no,no,cellular,22,aug,127,2,-1,0,unknown,no,technician,tertiary
22337,45,single,no,0,no,no,cellular,22,aug,87,4,-1,0,unknown,no,technician,tertiary
22340,46,divorced,no,532,no,no,cellular,22,aug,491,2,-1,0,unknown,no,technician,tertiary
22341,30,married,no,398,yes,no,cellular,22,aug,111,2,-1,0,unknown,no,technician,secondary
22342,43,married,no,0,no,no,cellular,22,aug,78,2,-1,0,unknown,no,technician,tertiary
22344,30,single,no,0,no,no,cellular,22,aug,34,2,-1,0,unknown,no,technician,tertiary
22349,49,married,no,27,no,no,cellular,22,aug,57,2,-1,0,unknown,no,technician,secondary
22354,47,married,no,147,no,no,cellular,22,aug,136,2,-1,0,unknown,no,technician,secondary
22355,41,married,no,965,no,no,cellular,22,aug,336,10,-1,0,unknown,yes,technician,secondary
22356,32,married,no,14,no,no,cellular,22,aug,313,6,-1,0,unknown,no,technician,secondary
22358,36,married,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no,technician,tertiary
22359,36,married,no,366,no,yes,cellular,22,aug,136,6,-1,0,unknown,no,technician,secondary
22361,34,single,no,95,no,no,cellular,22,aug,119,8,-1,0,unknown,no,technician,secondary
22364,34,married,no,149,no,no,cellular,22,aug,739,2,-1,0,unknown,yes,technician,tertiary
22366,38,married,no,196,no,no,cellular,22,aug,252,2,-1,0,unknown,no,technician,secondary
22371,35,divorced,no,308,no,no,cellular,22,aug,77,2,-1,0,unknown,no,technician,secondary
22372,33,single,no,99,no,no,cellular,22,aug,296,2,-1,0,unknown,no,technician,tertiary
22375,38,single,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no,technician,secondary
22378,44,married,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,yes,technician,secondary
22384,30,single,no,1109,no,no,cellular,22,aug,215,2,-1,0,unknown,no,technician,tertiary
22393,31,single,no,1,no,no,cellular,22,aug,107,2,-1,0,unknown,no,technician,secondary
22394,53,married,no,0,no,no,cellular,22,aug,77,9,-1,0,unknown,no,technician,secondary
22395,34,married,yes,-172,no,no,cellular,22,aug,177,2,-1,0,unknown,no,technician,secondary
